0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
44.48275055,30.07694453,109.2064845,81.24107587,31.99983633,179.3684296,26.93829516,40.24724612,19.69509388,19.63874537,15.78346169,36.78236554,64.89327271,39.21068072,16.61327275
52.24154837,102.4615445,189.0400071,91.67829645,38.66008324,28.36880232,77.97468466,35.53173051,68.65348843,18.1870622,58.59392406,57.04208381,15.93856755,41.39992077,16.32662525
46.83389922,88.34324701,189.1845898,71.75786825,96.69075504,102.6199671,22.78891189,22.9067572,18.93625005,69.30699734,21.58365071,17.17902333,20.8692235,30.7554066,87.74981356
48.94937058,38.67741352,189.4823253,26.24227386,102.0967643,75.51683256,22.21827503,25.57398149,78.80362583,20.60102474,58.97687151,18.92250466,82.83764357,81.44775225,71.58067408
72.19000187,112.9585181,189.312339,87.14974859,106.3339418,101.9836479,21.79022789,86.41948063,30.87596164,66.53987738,14.57655704,75.26757707,68.9172807,27.73991223,71.05135455
54.06385993,83.69158011,72.29257645,24.07891083,53.11527437,90.41870782,74.20104012,42.27348026,89.11284371,70.46624111,17.57566724,84.44047527,19.85245869,80.05958507,35.98378603
32.95358756,163.0005847,90.48001567,28.5333943,75.37940671,131.5122759,24.59754173,90.54795817,43.66766739,79.8786221,61.63370665,170.3877146,30.71366673,82.31877262,150.2860947
37.32720099,42.27748376,45.65640133,76.86141737,51.35039521,85.98363781,83.63087785,131.5360024,39.44940823,73.34693202,25.33109354,51.52119129,29.56921004,27.14222596,147.5962513
19.6163344,16.63539282,112.8376997,22.59644788,68.31674511,91.49008019,52.73950668,39.98394216,63.19531879,100.8576901,82.90721372,65.60918917,35.78186198,79.65233725,39.1286793
26.17612279,42.04131126,109.4745542,38.67990444,153.5585772,107.4464902,112.5323148,37.43970858,105.7632956,128.6468125,40.42407552,114.6105332,95.23685182,189.8479825,36.03287303
5.851793349,23.2741321,67.04934408,33.58017049,35.24403285,150.5186397,91.99545514,114.8120072,25.28580645,159.1316522,104.718283,80.9842032,78.29612763,,39.18200082
3.279835797,44.29569982,90.51354788,45.57136577,55.66372353,174.8628781,91.91304781,30.28432206,28.43587875,76.82242519,82.99599753,119.1354232,39.51504463,,83.30532354
3.126604895,101.5048928,30.61211016,41.94312533,126.1817001,125.8633059,157.137269,127.2075352,108.2302196,83.8371618,175.1941264,104.1324304,30.85359848,,28.1486726
8.014745086,37.12056966,94.33218523,86.62682582,105.5286669,89.62213766,139.2486461,93.97575524,65.38936066,59.40960393,117.3748326,40.73196926,22.30569201,,39.47448891
5.601370376,136.5455662,69.74357934,102.72902,38.12818211,131.0305205,30.4750293,94.03461588,78.34961334,108.8772423,51.85693054,42.90020022,43.20511953,,159.6849102
3.616803579,164.7040462,40.63254688,92.13692572,85.95103253,44.55341013,46.19506541,30.9744601,22.22079473,64.54993507,114.1498755,32.58173362,,,59.16898257
12.4935963,36.47531302,41.16886038,94.38397333,105.7789825,81.25757944,75.28842466,22.5324435,31.75310102,96.60372956,26.21522422,146.8621392,,,64.22929516
32.75334666,160.6531146,157.7326501,37.80068314,34.69250711,106.8715311,90.02241064,81.27708593,90.32432583,38.78843971,170.1042874,33.14930864,,,63.23242843
45.52748496,169.7746672,159.8826108,83.09333806,80.05024495,93.04540386,44.044411,90.45193851,24.91175097,87.25829628,132.9900222,30.56750355,,,67.20928426
45.49884263,171.5321166,53.78050274,34.55815627,102.8062118,36.86712056,23.85724156,17.85763025,79.51917032,39.26368744,45.60492435,77.32978297,,,87.92820115
29.93528218,153.5378657,180.9261518,118.3602899,,32.05962752,85.97145495,,25.40713774,20.96791827,113.7663672,61.6402232,,,87.98855436
44.11112287,85.56496872,90.47142411,27.98355967,,86.67913397,24.84091937,,162.9900263,20.54500854,87.4050065,62.29223857,,,36.20325824
25.22901827,55.33241251,153.2807448,83.11222331,,,26.93145348,,26.15324105,69.6381701,84.45030921,60.80132334,,,50.75514742
70.36671946,137.3104048,155.6704666,29.75335485,,,,,77.16934152,24.36867343,67.28690104,16.73125337,,,79.03487475
49.1641749,50.79071251,76.41855624,,,,,,96.5363759,15.33804154,,19.89632278,,,112.1180849
41.79545093,54.73034624,49.11004427,,,,,,33.08446617,66.65812352,,92.5595412,,,31.1726053
31.84552878,93.39521721,79.61450308,,,,,,81.05290608,64.38653161,,55.36661158,,,62.12118416
31.18301933,58.09741974,28.64240324,,,,,,40.52437452,74.95794707,,129.5578393,,,
177.335328,99.43013693,47.82726797,,,,,,23.34400096,78.45030273,,64.98640277,,,
30.41020976,28.08072648,43.45463427,,,,,,37.65061244,30.56998892,,153.7282788,,,
32.9949914,33.1558043,46.39484099,,,,,,39.544691,84.946571,,113.6288984,,,
13.2053017,126.7844945,52.39884904,,,,,,33.84692668,33.7262739,,32.36123917,,,
8.256607642,165.0335805,43.0362389,,,,,,21.24378727,77.8192332,,90.68319302,,,
9.138509683,185.7178354,47.08522538,,,,,,18.8031271,36.29836618,,33.74465395,,,
6.652406842,187.5511297,103.9155718,,,,,,66.36631034,31.35525027,,38.96296626,,,
10.04593093,,38.33509555,,,,,,70.18712679,64.25430713,,21.28937362,,,
6.025101122,,89.50739478,,,,,,19.5853051,78.34500418,,77.26714932,,,
