0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
29.37154616,8.526223045,1.273824739,6.208042816,13.31554663,102.1812871,4.858816343,15.75566912,0.6892783883,1.421555243,0.7394452149,15.463124,0.2338475673,16.70863596,3.362142157
34.83783395,19.19145332,0.2005527197,0.9616203452,15.10181989,0.1716620485,0.07790469182,11.82727177,0.01273377419,1.229202724,0.1720534966,0.04413922538,1.297567661,14.30568105,2.073768293
32.8303923,15.93311555,0.6164031047,2.154911557,0.776988392,0.1223577005,0.450722456,0.4559419452,0.4234308769,0.7554910633,5.517377165,1.013864406,4.721130472,9.911906693,21.36468439
32.47210737,16.83247546,3.972896555,0.5375558764,3.001109633,1.718293475,3.060551105,2.392194817,1.443099673,4.628365806,0.3748099518,4.89997416,0.5030812949,15.46339998,17.83347291
42.40326555,39.26839512,1.555411641,0.03299487522,31.05021778,1.60065579,1.973007794,41.73121347,9.498117523,0.4148559859,0.2051079483,6.516486749,1.057456483,16.20487,15.5496309
33.3606684,9.370697427,19.70356225,0.1387567125,20.64867803,11.99093996,1.062714892,18.0477065,7.400684605,0.3076277209,4.681585755,18.87619675,1.956926874,16.06359789,20.57162898
20.22315069,84.58512803,11.29269747,0.9576487835,8.407171923,25.09056944,1.978414252,51.90964971,23.34971243,0.9968924354,1.318721582,92.61857645,6.8160239,15.09605652,77.17671899
23.61377196,30.79292729,18.23449015,3.657273665,17.64131617,11.4922784,3.748516788,64.0613481,20.64787193,0.9905021189,8.835756421,29.67874625,14.60386951,11.12554854,31.54739808
10.83296565,8.262180591,23.74290005,13.29021082,33.89402064,10.16669006,18.61869584,23.92269096,40.33092142,9.790713331,10.49783287,38.46418399,18.23740986,7.765086231,13.44081949
14.56143819,9.549676051,22.60022197,8.402364119,51.34948469,28.57403118,32.90164583,21.71066197,40.28702877,79.27706348,22.80052533,46.66411125,35.23570938,110.3033574,14.37544892
2.53325309,13.91600251,35.42926218,7.151109144,24.76726197,83.28418537,60.05862624,55.65780385,9.512895658,74.74963651,39.2831757,19.47154548,16.26721478,,15.13264384
0.9042100506,10.37378589,15.65475916,19.131455,24.44530079,93.378877,54.12278497,19.90931519,10.21234804,18.32120982,12.49668308,70.516572,19.88992953,,9.930852171
0.4603425032,3.23195015,20.64283147,16.52319496,31.33269539,16.76851187,95.92205994,56.60111916,38.52811607,51.6460471,99.08236665,41.73708196,14.69686577,,10.28812947
0.1199837531,6.729068328,17.48954544,10.90001995,33.23850423,32.37860204,83.60340224,15.4145296,40.35633373,14.44375721,70.83819931,18.50072866,7.120612357,,16.09680463
0.816922222,2.029199488,28.19203362,23.29055931,18.80095646,25.56007154,13.02802277,14.87316173,5.295345931,38.37936336,33.76681487,20.57763886,14.97936923,,90.87286922
0.9564690116,0.05294907421,18.52872631,11.55517544,16.63414275,10.5452201,28.91466692,12.96671585,4.313064557,14.35351761,46.63846206,15.22946436,,,0.4930303361
7.02372274,0.9183306866,3.920402498,23.86939281,5.122238249,3.3543173,8.410232218,3.378651341,11.34901912,32.79684998,11.89614561,77.38806959,,,0.2271869392
21.88810537,0.9948891993,5.856897533,18.40760731,1.4692108,10.46094027,22.54445867,2.583937669,5.746802624,20.76483064,86.34300601,16.23728268,,,2.008121043
31.53108411,0.9527780208,5.392527469,2.793683054,4.963978865,8.432667487,9.642439817,9.934946037,5.931291801,25.18885342,48.71726627,13.43880562,,,1.77537371
28.83019375,0.4081897608,12.74050342,13.11285907,3.61040175,12.20194434,4.672715918,0.7992467749,1.925605891,19.86217375,10.97405691,12.06826359,,,19.70311629
17.0009985,0.2211184339,1.249922754,72.09053786,,4.180648092,35.60395925,,1.998864003,12.37460894,37.07220558,4.181115968,,,20.89980568
27.89994856,13.05092401,1.852652706,7.654985068,,2.126215258,3.445326381,,80.38866931,3.901919442,15.11495198,0.9618287028,,,20.24879497
15.92323847,31.73425952,0.2854589006,13.42239368,,,5.124850692,,4.410239547,6.263460284,12.06696486,0.2732597326,,,28.85100191
43.50811174,64.38815454,0.5320285107,6.865708589,,,,,1.790343034,8.9050891,2.843145879,2.031858917,,,20.96204282
31.12754228,23.75930599,0.759790598,,,,,,22.67000277,0.1842076638,,4.357682345,,,51.13544053
26.4576685,25.50523901,0.6303032646,,,,,,8.245692015,0.1026949359,,13.43592866,,,17.22203438
20.00789901,18.93133113,0.05149791979,,,,,,9.274515062,0.5557246869,,31.9522364,,,13.31847789
19.93882857,20.53798228,4.276897408,,,,,,14.78881205,2.12090914,,50.7612592,,,
98.59986581,28.12394132,11.77234594,,,,,,11.84850201,9.319099006,,41.36907091,,,
18.33208805,17.99672566,16.77505497,,,,,,19.94560128,11.83480744,,84.13023285,,,
20.04694032,22.54932878,22.08457094,,,,,,2.597370094,17.4836689,,41.35816214,,,
7.127875657,10.05878472,26.56724515,,,,,,17.75163874,17.3440403,,13.86742257,,,
3.836684429,1.623590509,21.22756639,,,,,,9.851733431,17.43926381,,20.20809188,,,
4.313056612,4.080614238,25.05976621,,,,,,6.149166965,22.43082661,,18.14886263,,,
2.455719224,2.470673863,62.00550834,,,,,,17.82442398,14.24577015,,18.84460219,,,
4.69608574,,12.40855171,,,,,,15.02520112,9.006015307,,3.565316542,,,
1.828697849,,14.71076075,,,,,,6.329379754,11.65516637,,7.997029651,,,
0.1785983156,,21.26346515,,,,,,3.922220236,22.61560036,,4.584932057,,,
0.136054531,,5.651605198,,,,,,7.01712286,18.1711381,,4.661641931,,,
0.05637083689,,16.50519484,,,,,,1.144826607,14.93783139,,1.803200736,,,
4.53792254,,11.44093408,,,,,,1.820118417,4.750462549,,6.232912418,,,
12.30023133,,10.6293858,,,,,,5.863492004,10.51127044,,0.1473758183,,,
33.04795951,,13.67583639,,,,,,0.2523254134,2.964634242,,0.3109105281,,,
37.56811813,,33.72662792,,,,,,0.815587466,4.816303563,,0.5136928012,,,
34.16581712,,1.61607036,,,,,,1.56938326,,,4.123408736,,,
24.7251702,,11.71297637,,,,,,0.6204797505,,,0.02739305755,,,
31.21441841,,3.183485222,,,,,,0.4579155579,,,6.95327769,,,
33.90217946,,10.12539497,,,,,,3.452377155,,,1.081395157,,,
29.72397172,,13.50257704,,,,,,4.766195738,,,3.977679098,,,
32.28825642,,4.139099936,,,,,,8.239358152,,,5.088289289,,,
29.56065162,,24.94767422,,,,,,10.82943341,,,4.123841328,,,
28.95026555,,22.97694433,,,,,,13.46809436,,,4.70523828,,,
31.19113791,,7.98331803,,,,,,13.657977,,,16.14105955,,,
26.97141401,,17.53456615,,,,,,2.708167079,,,1.054447225,,,
14.26458523,,10.11545301,,,,,,0.6293658776,,,3.019991938,,,
17.35798999,,9.602151878,,,,,,5.259586392,,,2.256836872,,,
7.713101696,,9.455107157,,,,,,8.781002487,,,10.31742237,,,
7.682401921,,10.42880381,,,,,,0.3891991539,,,4.174401355,,,
6.593973925,,2.822429877,,,,,,0.3872728453,,,1.306830374,,,
