0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
34.75561749,12.82138206,20.12313279,19.41766638,16.39312881,122.5694976,6.184211736,22.00851645,2.335807418,3.830414256,2.377146395,20.65943655,6.427067005,23.60762554,4.307753348
40.64508749,38.65305784,132.6309539,13.77667645,19.04708148,1.468125896,6.696112699,16.08814289,5.021501787,2.745283291,3.094687009,3.733197195,3.275319836,20.63726646,3.997974793
37.64451236,32.3738708,133.1138134,8.756528585,11.30352279,6.233510465,2.248679899,1.889173864,1.789076276,7.976302224,6.554190163,2.655056955,5.894477842,14.35184085,38.12043193
38.47619361,21.35547542,133.1138134,3.213084994,14.31211754,5.092607109,3.920876116,5.13173915,11.0073422,6.081642161,2.974547013,6.552504361,5.481543822,31.45696354,30.43852904
52.2778706,52.01678386,133.1138134,6.360795294,43.93389251,8.859477499,3.580838411,54.3637323,13.76917371,3.719264221,1.469339271,20.71647408,5.139626886,18.40376576,26.73448617
40.30533998,19.4151336,30.850389,2.192800198,26.32899037,18.25007137,7.860068676,23.65879384,21.62903718,2.991401529,5.275745088,33.45658714,4.083450126,32.31565862,24.0109851
24.77661807,101.016754,23.7512339,2.869758042,15.69331408,45.98544171,3.968957336,64.18688644,27.95504843,6.828693135,5.611158136,114.0616848,11.81744893,31.48684642,97.47199576
28.69837703,32.95750771,24.32422286,8.270560995,23.83534993,18.61856212,12.03546902,81.62993864,25.4947812,7.516192597,11.86413336,35.50548617,18.66030575,14.60236568,65.1282442
13.69726258,9.758734126,46.49981756,15.74621769,40.35592956,18.22163877,25.49714893,28.10512783,47.05954646,30.56137592,24.15526534,46.13739147,22.86860318,20.95081209,18.64479226
18.05434602,15.82285228,43.16286278,13.98476559,75.11363528,39.41216525,48.50021883,25.07258393,56.0729319,96.54916745,27.23232445,65.50923258,47.38444752,133.1138134,18.05682636
3.224326601,15.67669779,42.20641096,12.0827623,26.85620674,104.4372591,69.14947245,68.25299057,12.48585038,96.76694693,56.25804129,32.71661682,30.99158386,,20.18768595
1.224594218,15.53448757,26.3685196,24.91988923,30.80985826,117.5921412,66.56366823,21.6370551,14.24076266,31.41790151,26.27989579,84.38035428,25.45007524,,22.37667234
0.7784759709,18.35565511,23.19428307,21.15326661,53.31887113,37.92973965,113.9667523,72.59144007,54.01785149,62.41614088,121.1442606,59.11330844,18.55343629,,13.05046882
0.9342084576,11.68753013,30.06648932,22.13715071,41.82463449,49.26161969,100.6819148,31.83167674,46.26934203,25.98848113,84.67082357,23.78727631,9.525983797,,19.574942
1.499273435,27.67260664,35.82577797,34.77914404,21.33441116,60.75438131,15.61699174,30.64609826,17.10636547,55.3388296,39.11493092,24.28082519,22.28242454,,110.1785635
1.32214503,45.25840836,21.63514972,23.99118469,26.22602459,16.62305115,33.48045129,16.45996858,6.884439684,27.15202474,62.46041102,20.44781337,,,3.082034052
8.536308208,5.441302219,10.61531641,35.35514155,24.37823073,12.9464634,21.23301943,6.61458252,15.44544995,48.47442147,16.27091065,96.19859004,,,2.653560033
26.25190502,38.15689315,30.63970598,21.01752893,5.040519256,27.53858515,36.0119138,14.02077239,20.84419841,24.87777048,112.3039906,20.18930516,,,7.699074409
36.45362137,27.24700354,28.37765399,11.45120832,9.661375209,19.92384596,14.96225448,22.08931285,9.05989855,40.18997346,72.93577591,17.30794475,,,10.47683926
